Transaction_ID,Date,Department,Category,Type,Description,Amount
581,2024-06-06,Sales,Professional Services,Expense,Professional Services - Sales - Jun 2024,1926.67
582,2024-06-06,Marketing,Maintenance,Expense,Maintenance - Marketing - Jun 2024,940.58
583,2024-06-07,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,1862.41
584,2024-06-07,Sales,Taxes,Expense,Taxes - Sales - Jun 2024,3040.88
585,2024-06-07,Marketing,Salaries,Expense,Salaries - Marketing - Jun 2024,7907.95
586,2024-06-07,Marketing,taxes,Expense,Taxes - Marketing - Jun 2024,4642.41
587,2024-06-07,Operations,Product Sales,Income,Product Sales - Operations - Jun 2024,3926.13
588,2024-06-07,Sales,Other Income,Income,Other Income - Sales - Jun 2024,1460.07
589,2024-06-07,Marketing,Professional Services,Expense,Professional Services - Marketing - Jun 2024,621.87
590,2024-06-08,HR,Office Supplies,Expense,Office Supplies - HR - Jun 2024,84.51
591,2024-06-09,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,2721.93
592,2024-06-09,Marketing,Rent,Expense,Rent - Marketing - Jun 2024,1200.0
593,2024-06-10,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,1755.55
594,2024-06-10,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,3297.5
595,2024-06-10,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,7884.91
596,2024-06-10,HR,Software Subscriptions,Expense,Software Subscriptions - HR - Jun 2024,306.58
597,2024-06-11,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,4701.72
598,2024-06-11,Sales,consulting fees,Income,Consulting Fees - Sales - Jun 2024,3801.52
599,2024-06-11,Sales,Other Income,Income,Other Income - Sales - Jun 2024,134.76
600,2024-06-11,Sales,consulting fees,Income,Consulting Fees - Sales - Jun 2024,2935.8
601,2024-06-11,HR,Maintenance,Expense,Maintenance - HR - Jun 2024,439.63
602,2024-06-11,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,4640.44
603,2024-06-11,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,2314.63
604,2024-06-11,Sales,Professional Services,Expense,Professional Services - Sales - Jun 2024,1180.8
605,2024-06-12,IT,Travel,Expense,Travel - IT - Jun 2024,905.96
606,2024-06-12,IT,Maintenance,Expense,Maintenance - IT - Jun 2024,1077.3
607,2024-06-12,Sales,Utilities,Expense,Utilities - Sales - Jun 2024,384.7
608,2024-06-12,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,645.86
609,2024-06-12,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Jun 2024,1331.87
610,2024-06-12,IT,Travel,Expense,Travel - IT - Jun 2024,2432.43
611,2024-06-12,IT,Salaries,Expense,Salaries - IT - Jun 2024,2778.06
612,2024-06-12,Operations,Service Revenue,Income,Service Revenue - Operations - Jun 2024,1912.23
613,2024-06-13,Sales,Utilities,Expense,Utilities - Sales - Jun 2024,156.15
614,2024-06-13,Sales,Taxes,Expense,Taxes - Sales - Jun 2024,3103.44
615,2024-06-13,Sales,Other Income,Income,Other Income - Sales - Jun 2024,176.1
616,2024-06-13,Operations,Salaries,Expense,Salaries - Operations - Jun 2024,6376.51
617,2024-06-13,Marketing,Salaries,Expense,Salaries - Marketing - Jun 2024,2168.29
618,2024-06-13,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jun 2024,2030.92
619,2024-06-13,Admin,Professional Services,Expense,Professional Services - Admin - Jun 2024,1033.49
620,2024-06-14,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,7002.95
621,2024-06-14,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Jun 2024,1427.36
622,2024-06-14,Marketing,Travel,Expense,Travel - Marketing - Jun 2024,1326.63
623,2024-06-14,Admin,Rent,Expense,Rent - Admin - Jun 2024,1200.0
624,2024-06-14,Sales,Office Supplies,Expense,Office Supplies - Sales - Jun 2024,60.44
625,2024-06-15,IT,Professional Services,Expense,Annual server infrastructure upgrade,18500.0
626,2024-06-16,Admin,Rent,Expense,Rent - Admin - Jun 2024,1200.0
627,2024-06-16,Admin,taxes,Expense,Taxes - Admin - Jun 2024,4038.49
628,2024-06-17,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,3108.67
629,2024-06-17,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,5918.09
630,2024-06-17,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Jun 2024,1118.3
631,2024-06-17,SALES,Office Supplies,Expense,Office Supplies - Sales - Jun 2024,281.15
632,2024-06-17,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,5304.41
633,2024-06-18,Sales,Maintenance,Expense,Maintenance - Sales - Jun 2024,576.66
634,2024-06-18,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,4555.52
635,2024-06-18,HR,Rent,Expense,Rent - HR - Jun 2024,1200.0
636,2024-06-19,Operations,Office Supplies,Expense,Office Supplies - Operations - Jun 2024,262.86
637,2024-06-19,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,1501.51
638,2024-06-19,Operations,Office Supplies,Expense,Office Supplies - Operations - Jun 2024,284.74
639,2024-06-19,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,3049.67
640,2024-06-19,Sales,Product Sales,Income,Product Sales - Sales - Jun 2024,3762.61
641,2024-06-19,HR,Maintenance,Expense,Maintenance - HR - Jun 2024,713.96
642,2024-06-19,IT,Travel,Expense,Travel - IT - Jun 2024,2087.65
643,2024-06-20,Operations,Office Supplies,Expense,Office Supplies - Operations - Jun 2024,243.58
644,2024-06-20,IT,Rent,Expense,Rent - IT - Jun 2024,1200.0
645,2024-06-20,Sales,Other Income,Income,Other Income - Sales - Jun 2024,572.09
646,2024-06-20,Sales,Other Income  ,Income,Other Income - Sales - Jun 2024,547.43
647,2024-06-20,Marketing,Travel,Expense,Travel - Marketing - Jun 2024,1285.55
648,2024-06-21,Marketing,Software Subscriptions,Expense,Software Subscriptions - Marketing - Jun 2024,807.01
649,2024-06-21,Operations,Product Sales,Income,Product Sales - Operations - Jun 2024,2630.44
650,2024-06-21,Admin,Taxes,Expense,Taxes - Admin - Jun 2024,3889.03
651,2024-06-21,HR,Software Subscriptions,Expense,Software Subscriptions - HR - Jun 2024,691.23
652,2024-06-21,Admin,maintenance,Expense,Maintenance - Admin - Jun 2024,193.6
653,2024-06-22,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,3931.73
654,2024-06-22,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Jun 2024,3433.24
655,2024-06-22,Operations,Utilities,Expense,Utilities - Operations - Jun 2024,470.5
656,2024-06-24,Operations,Salaries,Expense,Salaries - Operations - Jun 2024,2750.56
657,2024-06-24,Operations,Salaries,Expense,Salaries - Operations - Jun 2024,5283.42
658,2024-06-24,Sales,Professional Services,Expense,Professional Services - Sales - Jun 2024,1247.1
659,2024-06-24,Sales,Rent,Expense,Rent - Sales - Jun 2024,1200.0
660,2024-06-24,Operations,Service Revenue,Income,Service Revenue - Operations - Jun 2024,1224.34
661,2024-06-25,Sales,Professional Services,Expense,Professional Services - Sales - Jun 2024,1446.92
662,2024-06-25,Sales,Service Revenue  ,Income,Service Revenue - Sales - Jun 2024,3688.96
663,2024-06-25,Sales,Software Subscriptions,Expense,Software Subscriptions - Sales - Jun 2024,791.03
664,2024-06-25,IT,travel,Expense,Travel - IT - Jun 2024,142.41
665,2024-06-25,Operations,Travel,Expense,Travel - Operations - Jun 2024,416.34
666,2024-06-25,Sales,Other Income,Income,Other Income - Sales - Jun 2024,759.4
667,2024-06-26,MARKETING,Office Supplies,Expense,Office Supplies - Marketing - Jun 2024,26.43
668,2024-06-26,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jun 2024,4246.87
669,2024-06-26,Sales,Professional Services,Expense,Professional Services - Sales - Jun 2024,466.76
670,2024-06-26,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,734.88
671,2024-06-27,Sales,Service Revenue,Income,Service Revenue - Sales - Jun 2024,566.14
672,2024-06-28,Sales,service revenue,Income,Service Revenue - Sales - Jun 2024,3036.52
673,2024-06-28,Operations,Other Income,Income,Other Income - Operations - Jun 2024,913.35
674,2024-06-28,Sales,Other Income,Income,Other Income - Sales - Jun 2024,91.76
675,2024-06-28,Sales,Rent,Expense,Rent - Sales - Jun 2024,1200.0
676,2024-06-28,Sales,Consulting Fees,Income,,844.82
677,2024-06-29,HR,Travel,Expense,Travel - HR - Jun 2024,1018.97
678,2024-06-29,Sales,Salaries,Expense,Salaries - Sales - Jun 2024,5788.67
679,2024-06-30,Marketing,Salaries,Expense,Salaries - Marketing - Jun 2024,8082.71
680,2024-06-30,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jun 2024,1932.17
681,2024-07-01,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,1734.25
682,2024-07-01,Sales,Other Income,Income,Other Income - Sales - Jul 2024,1289.99
683,2024-07-01,ADMIN,Utilities,Expense,Utilities - Admin - Jul 2024,260.45
684,2024-07-01,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,2981.86
685,2024-07-01,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,4103.38
686,2024-07-01,Marketing,Utilities,Expense,Utilities - Marketing - Jul 2024,302.33
687,2024-07-02,Operations,service revenue,Income,,379.75
688,2024-07-02,Operations,Software Subscriptions,Expense,Software Subscriptions - Operations - Jul 2024,281.56
689,2024-07-02,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,1496.93
690,2024-07-02,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,7308.21
691,2024-07-03,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Jul 2024,2096.08
692,2024-07-03,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,4170.94
693,2024-07-03,IT,software subscriptions,Expense,Software Subscriptions - IT - Jul 2024,538.89
694,2024-07-03,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Jul 2024,425.81
695,2024-07-04,HR,Maintenance,Expense,Maintenance - HR - Jul 2024,140.94
696,2024-07-04,Sales,Service Revenue,Income,Service Revenue - Sales - Jul 2024,3574.75
697,2024-07-05,Marketing,Professional Services,Expense,Professional Services - Marketing - Jul 2024,1276.02
698,2024-07-05,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jul 2024,1636.47
699,2024-07-06,Sales,Travel,Expense,Travel - Sales - Jul 2024,1430.05
700,2024-07-07,Admin,Utilities,Expense,Utilities - Admin - Jul 2024,394.85
701,2024-07-07,Sales,Service Revenue,Income,Service Revenue - Sales - Jul 2024,3933.89
702,2024-07-08,Admin,Office Supplies,Expense,Office Supplies - Admin - Jul 2024,179.19
703,2024-07-08,Marketing,Taxes,Expense,Taxes - Marketing - Jul 2024,4182.35
704,2024-07-08,Admin,Taxes,Expense,Taxes - Admin - Jul 2024,1703.87
705,2024-07-08,HR,Professional Services,Expense,Professional Services - HR - Jul 2024,1168.14
706,2024-07-09,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jul 2024,2793.62
707,2024-07-09,IT,Software Subscriptions,Expense,Software Subscriptions - IT - Jul 2024,204.62
708,2024-07-09,Operations,Rent,Expense,Rent - Operations - Jul 2024,1200.0
709,2024-07-10,Sales,Office Supplies,Expense,Office Supplies - Sales - Jul 2024,79.22
710,2024-07-10,Operations,Utilities,Expense,Utilities - Operations - Jul 2024,190.42
711,2024-07-10,SALES,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,3886.18
712,2024-07-10,HR,software subscriptions,Expense,Software Subscriptions - HR - Jul 2024,164.66
713,2024-07-10,Operations,Other Income,Income,Other Income - Operations - Jul 2024,640.74
714,2024-07-10,HR,Software Subscriptions,Expense,Software Subscriptions - HR - Jul 2024,660.56
715,2024-07-10,Operations,consulting fees,Income,Consulting Fees - Operations - Jul 2024,1629.61
716,2024-07-12,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Jul 2024,615.61
717,2024-07-12,SALES,Service Revenue,Income,Service Revenue - Sales - Jul 2024,704.84
718,2024-07-12,Marketing,Rent,Expense,Rent - Marketing - Jul 2024,1200.0
719,2024-07-12,Operations,Product Sales,Income,Product Sales - Operations - Jul 2024,1410.29
720,2024-07-12,HR,Office Supplies,Expense,Office Supplies - HR - Jul 2024,66.86
721,2024-07-12,Operations,Taxes,Expense,Taxes - Operations - Jul 2024,4874.36
722,2024-07-12,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jul 2024,879.62
723,2024-07-13,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,7556.6
724,2024-07-13,Admin,Office Supplies,Expense,Office Supplies - Admin - Jul 2024,158.54
725,2024-07-13,IT,Salaries,Expense,Salaries - IT - Jul 2024,5111.09
726,2024-07-13,IT,Rent,Expense,Rent - IT - Jul 2024,1200.0
727,2024-07-14,Sales,Other Income,Income,Other Income - Sales - Jul 2024,691.85
728,2024-07-15,Sales,Other Income,Income,Other Income - Sales - Jul 2024,331.97
729,2024-07-15,Sales,Other Income,Income,Other Income - Sales - Jul 2024,571.16
730,2024-07-15,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,7841.9
731,2024-07-15,Admin,Office Supplies,Expense,Office Supplies - Admin - Jul 2024,195.07
732,2024-07-15,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Jul 2024,477.72
733,2024-07-15,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,995.15
734,2024-07-16,Marketing,Travel,Expense,Travel - Marketing - Jul 2024,771.44
735,2024-07-16,HR,Office Supplies,Expense,Office Supplies - HR - Jul 2024,248.2
736,2024-07-16,Operations,Rent,Expense,Rent - Operations - Jul 2024,1200.0
737,2024-07-16,Admin,Travel  ,Expense,Travel - Admin - Jul 2024,2345.26
738,2024-07-17,Sales,Other Income,Income,Other Income - Sales - Jul 2024,119.28
739,2024-07-17,Operations,Product Sales,Income,Product Sales - Operations - Jul 2024,6014.38
740,2024-07-17,Marketing,Professional Services,Expense,Professional Services - Marketing - Jul 2024,723.64
741,2024-07-17,HR,Taxes,Expense,Taxes - HR - Jul 2024,4467.36
742,2024-07-17,Operations,Office Supplies,Expense,Office Supplies - Operations - Jul 2024,122.17
743,2024-07-17,SALES,Rent,Expense,Rent - Sales - Jul 2024,1200.0
744,2024-07-18,Sales,Rent,Expense,Rent - Sales - Jul 2024,1200.0
745,2024-07-18,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,1805.4
746,2024-07-18,Operations,Other Income,Income,Other Income - Operations - Jul 2024,1052.1
747,2024-07-18,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,4689.96
748,2024-07-19,Sales,Other Income,Income,Other Income - Sales - Jul 2024,439.33
749,2024-07-19,HR,Travel,Expense,Travel - HR - Jul 2024,622.48
750,2024-07-20,Operations,Consulting Fees,Income,Consulting Fees - Operations - Jul 2024,4999.65
751,2024-07-20,IT,Rent,Expense,Rent - IT - Jul 2024,1200.0
752,2024-07-20,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,4062.03
753,2024-07-20,IT,Travel,Expense,Travel - IT - Jul 2024,976.88
754,2024-07-22,HR,Office Supplies,Expense,Office Supplies - HR - Jul 2024,78.84
755,2024-07-22,Admin,Travel,Expense,Travel - Admin - Jul 2024,114.08
756,2024-07-22,IT,Salaries,Expense,Salaries - IT - Jul 2024,2370.55
757,2024-07-22,HR,Professional Services,Expense,Professional Services - HR - Jul 2024,2911.79
758,2024-07-22,SALES,Service Revenue,Income,Service Revenue - Sales - Jul 2024,2377.71
759,2024-07-23,HR,Rent,Expense,Rent - HR - Jul 2024,1200.0
760,2024-07-23,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,6428.85
761,2024-07-23,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,436.88
762,2024-07-24,Marketing,Travel,Expense,Travel - Marketing - Jul 2024,2186.9
763,2024-07-24,Marketing,Professional Services,Expense,Professional Services - Marketing - Jul 2024,1302.43
764,2024-07-24,HR,Salaries,Expense,Salaries - HR - Jul 2024,7728.52
765,2024-07-24,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Jul 2024,725.91
766,2024-07-25,HR,Software Subscriptions,Expense,Software Subscriptions - HR - Jul 2024,688.41
767,2024-07-25,Marketing,Travel,Expense,Travel - Marketing - Jul 2024,575.21
768,2024-07-25,Operations,Office Supplies,Expense,Office Supplies - Operations - Jul 2024,360.0
769,2024-07-25,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,608.22
770,2024-07-26,Admin,Maintenance,Expense,Maintenance - Admin - Jul 2024,651.63
771,2024-07-26,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Jul 2024,490.73
772,2024-07-26,Marketing,Taxes,Expense,Taxes - Marketing - Jul 2024,4114.45
773,2024-07-28,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,4300.93
774,2024-07-28,Marketing,Office Supplies,Expense,Office Supplies - Marketing - Jul 2024,102.94
775,2024-07-29,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,3097.92
776,2024-07-29,Marketing,Software Subscriptions  ,Expense,Software Subscriptions - Marketing - Jul 2024,60.59
777,2024-07-29,Marketing,Rent,Expense,Rent - Marketing - Jul 2024,1200.0
778,2024-07-30,Sales,Maintenance,Expense,Maintenance - Sales - Jul 2024,51.64
779,2024-07-30,Sales,Product Sales,Income,Product Sales - Sales - Jul 2024,1698.12
780,2024-07-30,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,2174.36
781,2024-07-30,IT,Office Supplies,Expense,Office Supplies - IT - Jul 2024,299.98
782,2024-07-30,HR,Marketing Campaigns,Expense,Marketing Campaigns - HR - Jul 2024,1242.76
783,2024-07-30,Sales,Taxes,Expense,Taxes - Sales - Jul 2024,1865.77
784,2024-07-30,IT,Salaries,Expense,Salaries - IT - Jul 2024,5687.72
785,2024-07-31,Sales,Consulting Fees,Income,Consulting Fees - Sales - Jul 2024,4936.83
786,2024-07-31,Marketing,Travel,Expense,Travel - Marketing - Jul 2024,2020.37
787,2024-07-31,Operations,Service Revenue,Income,Service Revenue - Operations - Jul 2024,884.84
788,2024-07-31,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Jul 2024,166.18
789,2024-07-31,Sales,Service Revenue,Income,Service Revenue - Sales - Jul 2024,3802.63
790,2024-07-31,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Jul 2024,1061.68
791,2024-08-01,Operations,Service Revenue,Income,Service Revenue - Operations - Aug 2024,2255.53
792,2024-08-01,Operations,Maintenance,Expense,Maintenance - Operations - Aug 2024,789.88
793,2024-08-01,Marketing,Office Supplies,Expense,Office Supplies - Marketing - Aug 2024,62.42
794,2024-08-01,SALES,Product Sales,Income,Product Sales - Sales - Aug 2024,573.35
795,2024-08-01,Operations,Office Supplies,Expense,Office Supplies - Operations - Aug 2024,144.87
796,2024-08-01,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,2842.76
797,2024-08-01,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,1620.5
798,2024-08-02,Sales,Other Income,Income,Other Income - Sales - Aug 2024,1322.88
799,2024-08-02,HR,Taxes,Expense,Taxes - HR - Aug 2024,920.84
800,2024-08-02,Admin,Rent,Expense,,1200.0
801,2024-08-02,SALES,Product Sales,Income,Product Sales - Sales - Aug 2024,6224.71
802,2024-08-02,IT,Maintenance,Expense,Maintenance - IT - Aug 2024,157.07
803,2024-08-03,Operations,Office Supplies,Expense,Office Supplies - Operations - Aug 2024,70.34
804,2024-08-03,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,3127.93
805,2024-08-03,Admin,Rent,Expense,Rent - Admin - Aug 2024,1200.0
806,2024-08-04,Admin,professional services,Expense,Professional Services - Admin - Aug 2024,2473.05
807,2024-08-05,Sales,utilities,Expense,Utilities - Sales - Aug 2024,467.59
808,2024-08-05,Operations,Professional Services,Expense,Professional Services - Operations - Aug 2024,1345.39
809,2024-08-05,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,2597.55
810,2024-08-06,HR,Travel,Expense,,718.75
811,2024-08-06,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,649.81
812,2024-08-06,Sales,product sales,Income,Product Sales - Sales - Aug 2024,3529.82
813,2024-08-06,Marketing,Travel,Expense,,910.76
814,2024-08-06,Sales,Service Revenue  ,Income,Service Revenue - Sales - Aug 2024,4683.45
815,2024-08-06,IT,Rent,Expense,Rent - IT - Aug 2024,1200.0
816,2024-08-06,Operations,Salaries,Expense,Salaries - Operations - Aug 2024,2020.38
817,2024-08-06,Operations,Software Subscriptions,Expense,Software Subscriptions - Operations - Aug 2024,293.33
818,2024-08-07,Sales,other income,Income,Other Income - Sales - Aug 2024,1146.21
819,2024-08-07,Admin,office supplies,Expense,Office Supplies - Admin - Aug 2024,124.66
820,2024-08-07,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Aug 2024,1388.42
821,2024-08-08,Marketing,Marketing Campaigns,Expense,Marketing Campaigns - Marketing - Aug 2024,1442.19
822,2024-08-08,Admin,Utilities,Expense,Utilities - Admin - Aug 2024,334.51
823,2024-08-08,ADMIN,Rent,Expense,Rent - Admin - Aug 2024,1200.0
824,2024-08-09,Marketing,Utilities,Expense,Utilities - Marketing - Aug 2024,200.87
825,2024-08-09,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,4810.37
826,2024-08-09,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,4820.87
827,2024-08-09,Admin,Office Supplies,Expense,Office Supplies - Admin - Aug 2024,331.78
828,2024-08-09,HR,Office Supplies,Expense,Office Supplies - HR - Aug 2024,176.15
829,2024-08-09,Admin,Maintenance,Expense,Maintenance - Admin - Aug 2024,1074.88
830,2024-08-09,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,1533.36
831,2024-08-11,Operations,Service Revenue,Income,Service Revenue - Operations - Aug 2024,688.87
832,2024-08-11,Sales,Travel,Expense,Travel - Sales - Aug 2024,1195.16
833,2024-08-11,Operations,Product Sales,Income,Product Sales - Operations - Aug 2024,5860.27
834,2024-08-12,HR,Taxes,Expense,Taxes - HR - Aug 2024,1943.2
835,2024-08-12,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,4139.9
836,2024-08-12,Operations,Product Sales,Income,Product Sales - Operations - Aug 2024,3755.37
837,2024-08-12,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,3296.56
838,2024-08-12,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,6234.83
839,2024-08-12,Sales,Taxes  ,Expense,Taxes - Sales - Aug 2024,2277.25
840,2024-08-13,Sales,Other Income,Income,Other Income - Sales - Aug 2024,952.7
841,2024-08-13,Admin,Software Subscriptions,Expense,Software Subscriptions - Admin - Aug 2024,866.82
842,2024-08-13,Operations,Other Income,Income,Other Income - Operations - Aug 2024,556.13
843,2024-08-13,Operations,Marketing Campaigns,Expense,Marketing Campaigns - Operations - Aug 2024,1175.39
844,2024-08-13,IT,Travel,Expense,Travel - IT - Aug 2024,112.96
845,2024-08-14,OPERATIONS,Software Subscriptions,Expense,Software Subscriptions - Operations - Aug 2024,644.78
846,2024-08-14,Sales,Consulting Fees  ,Income,Consulting Fees - Sales - Aug 2024,3496.16
847,2024-08-14,Marketing,Office Supplies,Expense,Office Supplies - Marketing - Aug 2024,101.53
848,2024-08-14,Admin,Marketing Campaigns,Expense,Marketing Campaigns - Admin - Aug 2024,1705.85
849,2024-08-15,HR,Travel,Expense,Travel - HR - Aug 2024,2200.87
850,2024-08-15,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,6917.33
851,2024-08-15,Operations,Professional Services,Expense,Professional Services - Operations - Aug 2024,1010.17
852,2024-08-16,IT,Salaries  ,Expense,Salaries - IT - Aug 2024,8277.23
853,2024-08-16,Operations,Consulting Fees,Income,Consulting Fees - Operations - Aug 2024,1086.57
854,2024-08-16,Sales,Other Income,Income,Other Income - Sales - Aug 2024,334.54
855,2024-08-16,Operations,Marketing Campaigns,Expense,Marketing Campaigns - Operations - Aug 2024,2150.05
856,2024-08-16,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,895.58
857,2024-08-16,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,4179.29
858,2024-08-16,IT,Salaries,Expense,Salaries - IT - Aug 2024,7775.94
859,2024-08-17,Sales,Utilities,Expense,Utilities - Sales - Aug 2024,529.07
860,2024-08-17,Operations,Utilities,Expense,Utilities - Operations - Aug 2024,454.64
861,2024-08-19,Operations,Product Sales,Income,Product Sales - Operations - Aug 2024,6758.22
862,2024-08-19,Sales,Other Income  ,Income,Other Income - Sales - Aug 2024,627.46
863,2024-08-19,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,3709.75
864,2024-08-19,Admin,Travel,Expense,Travel - Admin - Aug 2024,362.45
865,2024-08-19,HR,Salaries,Expense,Salaries - HR - Aug 2024,7952.22
866,2024-08-20,HR,Salaries,Expense,Salaries - HR - Aug 2024,8513.14
867,2024-08-20,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Aug 2024,2287.22
868,2024-08-20,IT,Maintenance,Expense,Maintenance - IT - Aug 2024,1120.75
869,2024-08-20,Operations,Consulting Fees,Income,Consulting Fees - Operations - Aug 2024,2797.64
870,2024-08-21,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,1700.78
871,2024-08-21,Sales,Maintenance  ,Expense,Maintenance - Sales - Aug 2024,1007.07
872,2024-08-21,Sales,Utilities,Expense,Utilities - Sales - Aug 2024,327.45
873,2024-08-21,Sales,Marketing Campaigns,Expense,Marketing Campaigns - Sales - Aug 2024,3451.24
874,2024-08-21,Sales,Office Supplies,Expense,Office Supplies - Sales - Aug 2024,194.41
875,2024-08-21,Admin,Taxes,Expense,Taxes - Admin - Aug 2024,4196.91
876,2024-08-22,Operations,Salaries,Expense,Salaries - Operations - Aug 2024,2822.9
877,2024-08-22,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,1718.75
878,2024-08-22,Admin,Office Supplies,Expense,Office Supplies - Admin - Aug 2024,326.18
879,2024-08-22,Sales,Other Income,Income,Other Income - Sales - Aug 2024,975.89
880,2024-08-22,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,4391.24
881,2024-08-23,Marketing,Maintenance,Expense,Maintenance - Marketing - Aug 2024,639.5
882,2024-08-23,IT,Rent,Expense,Rent - IT - Aug 2024,1200.0
883,2024-08-23,Operations,Service Revenue,Income,Service Revenue - Operations - Aug 2024,2975.62
884,2024-08-23,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,3538.97
885,2024-08-23,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,1465.6
886,2024-08-23,Sales,Service Revenue,Income,Service Revenue - Sales - Aug 2024,480.3
887,2024-08-24,Sales,Consulting Fees,Income,Consulting Fees - Sales - Aug 2024,2215.89
888,2024-08-24,Operations,Consulting Fees,Income,Consulting Fees - Operations - Aug 2024,3883.52
889,2024-08-24,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,1249.89
890,2024-08-26,Sales,Product Sales,Income,Product Sales - Sales - Aug 2024,3250.64
891,2024-08-27,OPERATIONS,Product Sales,Income,Product Sales - Operations - Aug 2024,5522.63
892,2024-08-27,HR,Rent,Expense,Rent - HR - Aug 2024,1200.0
893,2024-08-27,Admin,Professional Services,Expense,Professional Services - Admin - Aug 2024,2487.38
894,2024-08-27,Operations,Rent,Expense,Rent - Operations - Aug 2024,1200.0
